,User,listed_count,followers_count,text,retweets,favorites
2810,KUT60,0,5,"RT @AydinlikGazete: Kerem Yıldırım yazdı: 
Trump, AKP için 2.İsrail’den vazgeçer mi? https://t.co/Cykm6C02W8 https://t.co/Zl1bLIoMAX",5,0
2811,askskt,46,372,"RT @bocavista2016: DEMS

REFUSE to remove DEAD PEOPLE from voter lists?

Why?
https://t.co/RYGiI1253X
#MAGA #Trump
Stephen Miller #AMJoy #C…",330,0
2812,cosmosblue772,41,280,"RT @ParkerMolloy: ""No new deals will be done during my term(s) in office.""
— @realDonaldTrump, 12/12/16 https://t.co/sckohqSJtT

https://t.…",66,0
2813,JeremyToms54,48,197,RT @UKStopTrump: Birmingham speaks out. If Trump visits we'll deliver biggest ever demo Brum has seen https://t.co/LmAQXLVoCi,153,0
2814,codetaku,2,109,RT @BernieSanders: When Donald Trump attacks the  media as “fake news” what he is doing is trying to move our country in an authoritarian d…,9971,0
2815,Bellatres,0,62,"RT @kikesma: Gran madurez de la sociedad Mexicana al NO apoyar marcha #VibraMéxico vs Trump, sin hacerlo también vs Peña.

#VibroContraPeña…",82,0
2816,Laurajane25,14,1168,RT @TUSK81: Trump staffer (and @GovMikeHuckabee's daughter) tells a completely fictional voter fraud story from her home state. https://t.c…,89,0
2817,brandonphrazee,9,453,"RT @mineifiwildout: Domald trump :just found a cure for cancer😋

random fucken journalist :*gif of rihanna eatin lettuce or sum shit

67K R…",44,0
2818,toomeb,13,61,"Why Is Trump Adviser Wearing Medal of Nazi Collaborators? | How many ""coincidences"" does it take to recognize?! https://t.co/DfI0AgPjXh",0,0
2819,Elucidated2,143,2705,RT @ZaibatsuNews: Conservative pundit: Trump only uses ‘cringe-worthy’ surrogates because no one else will lie for him https://t.co/X6usrJ6…,28,0
2820,bassethoundfinn,36,222,RT @JasminMuj: Only chance constitutional govt and the American republic has is to impeach Trump. Even that may not be enough but he won't…,46,0
2821,saimasing,6,196,RT @Deanofcomedy: Do u think trump gets the more he attacks people like this on Twitter the more of a punchline he becomes? https://t.co/Mr…,13,0
2822,GinoMerlini,120,589,RT @nah_fd: When you condemn Trump for being sexist but obediently cover up when in a genuinely sexist country @seanhannity @JudgeJeanine @…,2,0
2823,nestedlog,18,56,"State attorney generals likely have ability dissolve Trump corporations, stop from any business their states for vi… https://t.co/5QGmfG1iIs",0,0
2824,RayPride,433,5615,"RT @ParkerMolloy: ""No new deals will be done during my term(s) in office.""
— @realDonaldTrump, 12/12/16 https://t.co/sckohqSJtT

https://t.…",66,0
2825,uncleprober,157,675,RT @anamariecox: This is a real story from a real paper. Trump appointing ambassador to Austria based on his love of Sound of Music. https:…,817,0
2826,monitoringdaily,33,253,RT @NateSilver538: The CW is that Trump's approval rating will trend within a very narrow range (say 38-50%) because of hyper-partisanship.…,46,0
2827,rosalindprestag,30,218,RT @atrumptastrophe: The only thing @realDonaldTrump has made great again is Saturday Night Live! @nbcsnl #snl #trump https://t.co/NMXSocgh…,52,0
2828,amaratkumara,2,11,RT @Pajaropolitico: Manifestaciones contra Trump en el Ángel de la Independencia de la CDMX https://t.co/mWYxobOFia https://t.co/BYIXH22uJK,15,0
2829,mpmmaglaqui,10,239,"RT @naretevduorp: Tell me again why the GOP is apposed to investigating the Russia/Flynn/Trump Connection? 

BTW, when I think GOP hatred,…",564,0
2830,BluCoup35,0,11,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12864,0
2831,northkats,66,791,"RT @UltraVerified: Republicans have to decide if they want to have a functioning political Party, or hang on to Trump.

Their choice.

2018…",1,0
2832,lydiaelise,3,102,RT @JuddLegum: 1. Absolutely stunning interviews by @EricLiptonNYT w/Don Jr. and Eric about how they are running the Trump Org. https://t.c…,74,0
2833,ikerepublican,128,956,"RT @JordanUhl: On the campaign trail, Trump promised to address Flint's poisoned water, but has spent more time attacking CNN &amp; insulting j…",617,0
2834,Mickgreen44,16,177,RT @DavidJo52951945: Geert Wilders vows to deislamise Holland as he takes the lead in the polls as he compares mosques to Nazi temples http…,159,0
2835,LBeamDellinger,7,29,"If you have 12 minutes this weekend, watch this. It's really important. https://t.co/HytElS41oM by #maddow via @c0nvey",0,0
2836,mr_rigden,52,255,"RT @joelconnelly: Comparing legal ability of ABC's ""This Week"" guests, AG Bob Ferguson is Mt. Rainier, Trump aide Stephen Miller is a Mima…",5,0
2837,dennismSTL,8,1652,"Stephen Miller is a lying weasel, plus an idiot!!  https://t.co/us8Bp99Q6y",1,1
2838,NealGoldfarb,4,119,RT @JasminMuj: Only chance constitutional govt and the American republic has is to impeach Trump. Even that may not be enough but he won't…,46,0
2839,BellocHillaire,1,340,RT @DavidJo52951945: Trump to pass a law so every job in the US must be offered to a US citizen before it can be offered to an immigrant ht…,314,0
2840,MojNeda,9,54,RT @thehill: Al Franken: My GOP colleagues are concerned about Trump's mental health https://t.co/ZePUwoyEIV https://t.co/C6F4Rpq3Ph,132,0
2841,RongeyC,3,51,RT @Khanoisseur: And Jeff Sessions sent Carter Page to assist Trump with Russia alignment–senators need to dig into the backstory https://t…,467,0
2842,SentryFeyeraben,8,210,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12864,0
2843,laurensv,45,492,RT @BV: Donald Trump is the singularity https://t.co/O5lVNZbwqB https://t.co/3vLKk160aZ,1,0
2844,renatosf,22,2791,"RT @Veteran4Trump: Why is it that so many people who said ""Never Forget"" seem to have forgotten? Trump seems to be the only one who remembe…",423,0
2845,DawnaB177,1,168,"RT @SamGrittner: *trump finishes watching SNL*
TRUMP: Nuke it
PENCE: Your wife &amp; son live in NY
T: I'll buy new ones. Is Tiffany there?
P:…",121,0
2846,AntiguaChannel,12,117,RT @CNNEE: La @SSP_CDMX estimó en 20.000 los asistentes a las marchas contra Trump en la Ciudad de México #MarchaMéxico https://t.co/PDd4gt…,11,0
2847,PatLoera1,0,13,RT @AnnCoulter: STEPHEN MILLER ON GMA!!!  MUST WATCH VIDEO! https://t.co/1YGyRudtyA Isn't it great to have someone smart defending Trump?,1796,0
2848,amprather,135,1360,"RT @nielslesniewski: A natural-born citizen was forced to hand over a NASA-issued cell phone to be searched by CBP?

 https://t.co/fNM2r2A1…",5,0
2849,sutabna,306,20749,Anonymous Claims to Hack #DonaldTrump #DonaldTrump #DonaldTrump https://t.co/rb7AlU9i7k,0,0
2850,HumanSabre,14,209,"RT @sarahkendzior: Took George W Bush seven years, two wars, and a hurricane to get to this point. Trump: three weeks. https://t.co/TjXFaXS…",2140,0
2851,AlamoOnTheRise,152,5504,RT @CNNnewsroom: A senior policy aide to President Trump repeats debunked voter fraud claims and offers no new evidence https://t.co/vPnlBy…,7,0
2852,legiones1925,0,69,RT @escipion2003: EL DIESTRO: ¿Se puede comparar a Trump con Hitler? Esto es lo ... https://t.co/1KCptyMSNV,1,0
2853,american20161,8,587,Funny how all of today's Twitter moments are all negative toward Trump🤔,0,0
2854,EarnstMichael,0,1,@FoxNews @JudgeJeanine @IvankaTrump  Ivanka trump is a spoiled little brat. Who has sex with her daddy.Ever notice how he is always groping,0,0
2855,kandmascathir11,0,8,RT @amnestyusa: Making our way to Trump Tower now to send President @realdonaldtrump a little message! #nobannowall #refugeeswelcome #iwelc…,168,0
2856,MelodySerina,0,23,@washingtonpost @TheFix Flynn you have been BUSTED! Now hand trump and his racist crew over and America can be GREAT!,0,0
2857,elaqueltipo,8,168,Marchan en estados contra Trump https://t.co/KNOfGRkLX3,0,0
2858,Kiers10B,13,164,RT @EricBoehlert: Trump's Gallup approval falls to new low; his disapproval climbs to new high. https://t.co/8vZnKnWzgq,229,0
2859,MarilynCapps,112,543,"RT @JuddLegum: 2. They are supposed to be separate from Trump and the presidency. Eric tells the NYT ""we are extensions of him"" https://t.c…",43,0
2860,YarbroughShawn,1,25,"@MajorGrubert @ScottAdamsSays I agree, give Trump a chance, except I'm embarassed to say that to people because he won't shut his fat mouth.",0,0
2861,PKanagaratnam,103,293,Trump’s Gold Lining https://t.co/GIWUDW7jxc,0,0
2862,Beautyon_,436,3417,@TsonicTsunami Now THAT is how I _LIKE_ to be Triggered! TRUMP! TRUMP! TRUMP! TRUMP! TRUMP! TRUMP! TRUMP! TRUMP! TRUMP! TRUMP! TRUMP! TRUMP!,0,0
2863,DiannaCard,72,745,"RT @mmpadellan: Something's burning in the GOP kitchen. trump's days as ""potus"" are numbered, ppl galvanized against him will make GOP PAY…",293,0
2864,DiXiEjO68,3,32,"RT @SarahMaslinNir: In the Trump store inside Trump Towers, sales woman told me ""It's all made in America."" Actually none is. https://t.co/…",1255,0
2865,sandralhanlon,68,1074,"RT @caveboyjones: ""It’s funny no one’s p/up on the Miller connection. I'm glad no one’s talked about it b/c I don’t want to harm Trump.” R.…",3,0
2866,Dimanc59,29,152,"RT @DaShanneStokes: GOP, if you can't find the decency and backbone to stand up to Trump, he'll take you down with him. #GOP #resist #TheRe…",77,0
2867,metallhead91,0,91,"RT @ChumelTorres: Mi país no le teme a Trump.

Mi Presidente sí.",952,0
2868,Litworgie,2,37,"RT @propagandaschau: #ARD – #Programmbeschwerden 4/2017 
-Trump
-Schäuble
-US-Einreise
-Michael Flynn
-May-Rede
-Suggestiv-Berichte
☞https:…",28,0
2869,Better_4_US,29,413,"The swim wear is scandalous!😜

#MAGA #Trump https://t.co/tMmWJeQyHw",0,0
2870,JRGUSA,45,414,States find new ways to troll Trump https://t.co/9ku3XSY0ts,0,0
2871,smitty187,0,219,RT @davidfrum: My piece on Flynn https://t.co/uiiTkSRK8t  already overtaken by events: Trump’s words y’day strongly indicate: Flynn wasn’t…,894,0
2872,DanielHofheinz,23,169,RT @KyleKulinski: Trump's FCC has net neutrality in its crosshairs. https://t.co/oIO7inJ7hg,15,0
2873,Oma8612,9,573,RT @MiceeMouse: Beautiful First Lady Melania Trump WOWS Public in Debut on International Stage with Akie Abe (VIDEO) https://t.co/8NvUys6CL3,16,0
2874,crypto_knight_1,94,710,"""A US-born NASA scientist was detained at the border until he unlocked his phone"" #high-tech #feedly https://t.co/SPFuyhRYmc",0,0
2875,peterjmurray,74,545,RT @LOLGOP: Trump isn't going to fire anyone for fear he'll have to replace him with someone competent.,34,0
2876,Violently_Tweet,4,217,RT @BernieSanders: When Donald Trump attacks the  media as “fake news” what he is doing is trying to move our country in an authoritarian d…,9971,0
2877,wagepeace,200,3306,"RT @piersmorgan: Meryl Streep abusing President Trump again?  
She, JK Rowling &amp; all the other smug 'we know best!' luvvie shriekers will g…",1713,0
2878,FranAllard,0,20,The Deep Denialism of Donald Trump https://t.co/l6bCEdNume via @specterm,0,0
2879,alec_the_falcon,2,34,"I always knew Trump's hair was alive and could think separately from its host.
https://t.co/PpBSz88b5I",0,0
2880,HRC_Never_Quits,30,1223,RT @PalmerReport: Donald Trump’s alleged Russian email server communicated with Betsy DeVos-controlled company https://t.co/NWMb5LXiDd,112,0
2881,elvisinoregon,408,5379,"RT @Cernovich: NY Times/WaPo/CNN: ""Trump is Hitler!""

Me: His son-in-law/counselor is Jewish. As are his daughter and grandchildren?

Fake…",266,0
2882,atxsportsguy512,6,91,@SeanMcElwee Probably should have reversed the x-axis so Trump people don't think this is showing a negative correlation,0,0
2883,paynt,33,1043,"RT @Alifaith55: This Senator Is Hell-Bent on Getting Out the Truth About Trump and Russia | Mother Jones
https://t.co/LAZW8VL0ai https://t.…",98,0
2884,RhondaRrusse,57,267,"RT @Let_AmericaVote: The Trump Administration isn't lying for the sake of lying, they're running a misinformation campaign to suppress vote…",108,0
2885,saved67,2,111,@zlando the Quicker Pres Trump sees this the better--My View==Deport these pagans=Back to homelands they can jihad all they want==gus,0,0
2886,2VFdjPWFdbYvMrc,0,2,"RT @GeorgeTakei: Overheard this new title for Trump: SCROTUS. The ""So-Called Ruler of the United States.""",7160,0
2887,PetCzar,55,3109,"RT @riotwomennn: Flynn, Bannon &amp; pretty little daydreaming Trump at Mar-A-Lago. No one is fooled. Trump regime was in collusion w Russia /…",148,0
2888,elaqueltipo,8,168,Enoja Trump aquí a estadounidenses https://t.co/WVra44JT3V,0,0
2889,CarliLive5,5,184,Reports: President Trump to possibly visit Charleston on Friday https://t.co/rAKo4CCESD #chsnews,0,0
2890,funnyasfarts,8,145,"RT @20committee: BIG: Our spy agencies are withholding TOPSECRET intel from the White House, fearing it's going straight to Moscow.

https:…",538,0
2891,Torahlawform,15,50,"RT @adamjwhitedc: With so many bureaucrats crying over regulatory reform, the Interior Department may now qualify as a wetland. https://t.c…",49,0
2892,ParentNFamily,1124,43873,"#Google  Trump Defends Daughter, Blames Media For Her Bad Press - Daily Caller https://t.co/oX6dpNE3ji",0,0
2893,conkal1,4,678,"@limbaugh Dems control liberal and the conservative media. Liberal media bashes Trump, Fox reports the same bashing for hours. No let up.",0,0
2894,Kevin_Alavi,2,48,RT @jax_retail: I don't know if this is good or bad...DT likes us!  #hats #trump #jaxretail #humor #fun https://t.co/lCg1M8dGMk,1,0
2895,RockyinTX,442,2508,RT @davidsirota: EXCLUSIVE: Docs show Trump Labor Secretary nominee owes millions to convicted bank thats seeking Labor Dept waiver https:/…,201,0
2896,DTRUMP_Fans,24,1718,Top Trump aide says White House has 'enormous evidence' of voter fraud - Fox News https://t.co/4T884RpQ9Z #TRUMP… https://t.co/HpBD1LPYb6,0,0
2897,Ramadan_Prayers,14,208,"RT @Scott_Gilmore: An iconic moment from the Trump era: Canadian Mounties, on a freezing winter day, helping a refugee family flee over the…",9329,0
2898,Great_Again__,1,936,Trump's job approval rating hits a new low https://t.co/t8xiFOUr5B https://t.co/qJCj0sgpvh,0,0
2899,FenBeaumont,2,23,RT @LouiseMensch: Excellent report @Buzzfeed; too few MSM seem to realize @JeffSessions placed Russian spy Carter Page in Team Trump https:…,572,0
2900,actsimpsonian,1,24,RT @RawStory: Conservative pundit: Trump only uses ‘cringe-worthy’ surrogates because no one else will lie for him https://t.co/moXlpfubzF…,51,0
2901,WhizChem,369,6500,RT @JuddLegum: Trump’s chief policy advisor says the president’s power ‘will not be questioned’ https://t.co/2MTF1mEoqi https://t.co/m6D8Js…,129,0
2902,thedeb7,0,35,https://t.co/8jQEl0pG1X,0,0
2903,akahemi,19,178,"RT @USARedOrchestra: Sales staff in Trump store, inside Trump Tower, inside Trump's alternate universe, r telling ppl ""It's all made in Ame…",54,0
2904,TerlinguaMusic,5,188,@trump_with so.. the guy who committed treason to help Twitler commit treason accuses the guy who had NO scandals while in office...  BS.,0,0
2905,starship8289,3,247,RT @TeaPainUSA: This is the shiny object Trump wants us to obsess over while his administration is dealin' with possible treason. https://t…,587,0
2906,BartLuann,0,80,"RT @GeorgeTakei: Overheard this new title for Trump: SCROTUS. The ""So-Called Ruler of the United States.""",7160,0
2907,MarquisHorace,7,86,RT @jaketapper: Franken calls Trump's 'Pocahontas' remark 'racist' - https://t.co/4kGK7SPuhq https://t.co/FobaKExix1,564,0
2908,fiesipati1975,1,13,"RT @CNN: President Trump tweets: ""SEE YOU IN COURT""

WA state AG responds: ""We've seen him in court twice, and we're 2 for 2"" https://t.co/…",4483,0
2909,jmcminn1076,32,174,"RT @Evan_McMullin: Trump's presidency presents more risk to the Republic than do the well-vetted refugees we resettle to America. And, they…",4714,0
